ID	Query	LDaQ	realCost
784	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ("Happy" as ?salutation) ?name1 ?name2 ?name3 ?name4 ?name5 WHERE { OPTIONAL {<http://dbpedia.org/resource/Hanukka> rdfs:label ?name1} OPTIONAL {<http://dbpedia.org/resource/Christmas> foaf:name ?name2} OPTIONAL {<http://dbpedia.org/resource/Kwanza> rdfs:label ?name3} OPTIONAL {<http://dbpedia.org/resource/Solstice> rdfs:label ?name4} FILTER langMatches( lang(?name4), "IT" ) OPTIONAL {<http://dbpedia.org/resource/New_Year> rdfs:label ?name5} FILTER langMatches( lang(?name5), "IT" ) }	PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ("Happy" AS ?salutation) ?name1 ?name2 ?name3 ?name4 ?name5 WHERE { SERVICE SILENT <http://dbpedia.org/resource/Hanukka> { <http://dbpedia.org/resource/Hanukka> rdfs:label ?name1 } SERVICE SILENT <http://dbpedia.org/resource/Christmas> { <http://dbpedia.org/resource/Christmas> foaf:name ?name2 } SERVICE SILENT <http://dbpedia.org/resource/Kwanza> { <http://dbpedia.org/resource/Kwanza> rdfs:label ?name3 } SERVICE SILENT <http://dbpedia.org/resource/Solstice> { <http://dbpedia.org/resource/Solstice> rdfs:label ?name4 FILTER langMatches(lang(?name4), "IT") } SERVICE SILENT <http://dbpedia.org/resource/New_Year> { <http://dbpedia.org/resource/New_Year> rdfs:label ?name5 FILTER langMatches(lang(?name5), "IT") } } 	5.0
785	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Stapedius> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { SERVICE SILENT dbpedia:Stapedius { dbpedia:Stapedius dbpedia-owl:wikiPageRedirects ?page } SERVICE SILENT ?page { ?page rdfs:comment ?comment FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page dbpedia-owl:abstract ?abstract FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page foaf:isPrimaryTopicOf ?wikipedia ; foaf:depiction ?image } } 	2.0
786	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/ontology/> SELECT ?Nombre ?Capital WHERE{ ?Paises_UE dcterms:subject <http://dbpedia.org/resource/Category:Countries_in_Europe>. ?Paises_UE dbpedia-owl:demonym ?Nombre. ?Paises_UE dbpedia-owl:capital ?Capital. }	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> SELECT ?Nombre ?Capital WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Countries_in_Europe> { ?Paises_UE dcterms:subject <http://dbpedia.org/resource/Category:Countries_in_Europe> } SERVICE SILENT ?Paises_UE { ?Paises_UE dbpedia-owl:demonym ?Nombre ; dbpedia-owl:capital ?Capital } } 	54.0
788	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Jojo_Mayer> wo:genre ?genre . ?genre rdfs:label ?genreName . ?genre wo:abstract ?genreAbstract . FILTER langMatches( lang(?genreName), "EN" ) FILTER langMatches( lang(?genreAbstract), "EN" ) }	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT * WHERE { SERVICE SILENT wiki:Jojo_Mayer { wiki:Jojo_Mayer wo:genre ?genre } SERVICE SILENT ?genre { ?genre rdfs:label ?genreName FILTER langMatches(lang(?genreName), "EN") ?genre wo:abstract ?genreAbstract FILTER langMatches(lang(?genreAbstract), "EN") } } 	6.0
790	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Visual_novel_engines> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Visual_novel_engines> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Visual_novel_engines> } SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER ( lang(?label) = "en" ) } } 	5.0
791	SELECT ?citySW ?name WHERE { {<http://dbpedia.org/resource/Heusden> <http://dbpedia.org/property/southwest> ?citySW . ?citySW <http://xmlns.com/foaf/0.1/name> ?name } }	SELECT ?citySW ?name WHERE { SERVICE SILENT <http://dbpedia.org/resource/Heusden> { <http://dbpedia.org/resource/Heusden> <http://dbpedia.org/property/southwest> ?citySW } SERVICE SILENT ?citySW { ?citySW <http://xmlns.com/foaf/0.1/name> ?name } } 	2.0
793	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Free_plotting_software> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Free_plotting_software> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Free_plotting_software> } SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER ( lang(?label) = "en" ) } } 	30.0
794	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Video_hosting> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Video_hosting> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Video_hosting> } SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER ( lang(?label) = "en" ) } } 	130.0
795	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Cement_line> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { SERVICE SILENT dbpedia:Cement_line { dbpedia:Cement_line dbpedia-owl:wikiPageRedirects ?page } SERVICE SILENT ?page { ?page rdfs:comment ?comment FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page dbpedia-owl:abstract ?abstract FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page foaf:isPrimaryTopicOf ?wikipedia ; foaf:depiction ?image } } 	2.0
799	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Windows_word_processors> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Windows_word_processors> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Windows_word_processors> } SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER ( lang(?label) = "en" ) } } 	24.0
803	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?cat1 ?cat2 ?cat3 ?cat4 WHERE { <http://dbpedia.org/resource/Crista> dcterms:subject ?cat1 . OPTIONAL {?cat1 skos:broader ?cat2 .} OPTIONAL {?cat2 skos:broader ?cat3 .} OPTIONAL {?cat3 skos:broader ?cat4 .} }	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?cat1 ?cat2 ?cat3 ?cat4 WHERE { SERVICE SILENT <http://dbpedia.org/resource/Crista> { <http://dbpedia.org/resource/Crista> dcterms:subject ?cat1 } SERVICE SILENT ?cat1 { ?cat1 skos:broader ?cat2 } SERVICE SILENT ?cat2 { ?cat2 skos:broader ?cat3 } SERVICE SILENT ?cat3 { ?cat3 skos:broader ?cat4 } } 	25.0
804	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX dbpp: <http://dbpedia.org/property/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { <http://dbpedia.org/resource/D-Nice> <http://dbpedia.org/ontology/hometown> ?puri . ?auri <http://dbpedia.org/ontology/hometown> ?puri ; a ?type ; foaf:name ?aname . ?puri rdfs:label ?pname . FILTER (LANG(?pname)="en") FILTER ( REGEX (STR(?type),"music","i") ) FILTER (?puri != <http://dbpedia.org/resource/United_States>) } LIMIT 10	PREFIX dbpp: <http://dbpedia.org/property/> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { SERVICE SILENT <http://dbpedia.org/resource/D-Nice> { <http://dbpedia.org/resource/D-Nice> dbpo:hometown ?puri FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) } SERVICE SILENT ?auri { ?auri dbpo:hometown ?puri FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) ?auri rdf:type ?type FILTER regex(str(?type), "music", "i") ?auri foaf:name ?aname } SERVICE SILENT ?puri { ?puri rdfs:label ?pname FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) FILTER ( lang(?pname) = "en" ) } } LIMIT 10 	1.0
807	SELECT * WHERE { ?entry <http://www.w3.org/2000/01/rdf-schema#label> ?place . ?entry <http://dbpedia.org/ontology/abstract> ?abstract . ?entry <http://dbpedia.org/ontology/isPartOf> <http://dbpedia.org/resource/East_of_England> FILTER langMatches(lang(?place), "EN") FILTER langMatches(lang(?abstract), "EN") FILTER ( str(?place) = "Wyre Forest" ) }	SELECT * WHERE { SERVICE SILENT <http://dbpedia.org/resource/East_of_England> { ?entry <http://dbpedia.org/ontology/isPartOf> <http://dbpedia.org/resource/East_of_England> } SERVICE SILENT ?entry { ?entry <http://www.w3.org/2000/01/rdf-schema#label> ?place FILTER ( str(?place) = "Wyre Forest" ) ?entry <http://dbpedia.org/ontology/abstract> ?abstract FILTER langMatches(lang(?abstract), "EN") } } 	1.0
808	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Compiler_construction> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Compiler_construction> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Compiler_construction> } SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER ( lang(?label) = "en" ) } } 	72.0
809	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Palle_Danielsson> wo:occupation ?occup . ?occup rdfs:label ?occupName . FILTER langMatches( lang(?occupName), "EN" ) }	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT * WHERE { SERVICE SILENT wiki:Palle_Danielsson { wiki:Palle_Danielsson wo:occupation ?occup } SERVICE SILENT ?occup { ?occup rdfs:label ?occupName FILTER langMatches(lang(?occupName), "EN") } } 	1.0
810	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?cat1 ?cat2 ?cat3 ?cat4 WHERE { <http://dbpedia.org/resource/House_concert> dcterms:subject ?cat1 . OPTIONAL {?cat1 skos:broader ?cat2 .} OPTIONAL {?cat2 skos:broader ?cat3 .} OPTIONAL {?cat3 skos:broader ?cat4 .} }	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?cat1 ?cat2 ?cat3 ?cat4 WHERE { SERVICE SILENT <http://dbpedia.org/resource/House_concert> { <http://dbpedia.org/resource/House_concert> dcterms:subject ?cat1 } SERVICE SILENT ?cat1 { ?cat1 skos:broader ?cat2 } SERVICE SILENT ?cat2 { ?cat2 skos:broader ?cat3 } SERVICE SILENT ?cat3 { ?cat3 skos:broader ?cat4 } } 	62.0
813	SELECT ?type ?label WHERE { <http://dbpedia.org/resource/Currawong> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type OPTIONAL { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } }	SELECT ?type ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Currawong> { <http://dbpedia.org/resource/Currawong> a ?type } SERVICE SILENT ?type { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } } 	5.0
815	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/ontology/> SELECT ?musico ?nombreMusico WHERE{ ?musico dcterms:subject <http://dbpedia.org/resource/Category:Spanish_musicians>; rdfs:label ?nombreMusico . FILTER (LANG(?nombreMusico) = "es") }	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/ontology/> SELECT ?musico ?nombreMusico WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Spanish_musicians> { ?musico dcterms:subject <http://dbpedia.org/resource/Category:Spanish_musicians> } SERVICE SILENT ?musico { ?musico rdfs:label ?nombreMusico FILTER ( lang(?nombreMusico) = "es" ) } } 	36.0
818	SELECT ?type ?label WHERE { <http://dbpedia.org/resource/Coral> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type OPTIONAL { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } }	SELECT ?type ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Coral> { <http://dbpedia.org/resource/Coral> a ?type } SERVICE SILENT ?type { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } } 	11.0
820	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/ontology/> SELECT ?musico ?nombreMusico ?Descripción WHERE{ ?musico dcterms:subject <http://dbpedia.org/resource/Category:Spanish_musicians>; rdfs:label ?nombreMusico . ?musico dbpedia-owl:abstract ?Descripción. FILTER (LANG(?nombreMusico) = "es") FILTER (LANG (?Descripción) = "es") }	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> SELECT ?musico ?nombreMusico ?Descripción WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Spanish_musicians> { ?musico dcterms:subject <http://dbpedia.org/resource/Category:Spanish_musicians> } SERVICE SILENT ?musico { ?musico rdfs:label ?nombreMusico FILTER ( lang(?nombreMusico) = "es" ) ?musico dbpedia-owl:abstract ?Descripción FILTER ( lang(?Descripción) = "es" ) } } 	36.0
826	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX db: <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX db: <http://dbpedia.org/resource/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> SELECT ?birthPlace_name ?lat ?lon WHERE {<http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> db-owl:birthPlace ?birthPlace . ?birthPlace rdfs:label ?birthPlace_name . ?birthPlace geo:lat ?lat . ?birthPlace geo:long ?lon . FILTER(langMatches(lang(?birthPlace_name), "EN"))}	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbpedia: <http://dbpedia.org/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX db: <http://dbpedia.org/resource/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?birthPlace_name ?lat ?lon WHERE { SERVICE SILENT <http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> { <http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> db-owl:birthPlace ?birthPlace } SERVICE SILENT ?birthPlace { ?birthPlace rdfs:label ?birthPlace_name FILTER langMatches(lang(?birthPlace_name), "EN") ?birthPlace geo:lat ?lat ; geo:long ?lon } } 	1.0
827	SELECT ?cityWE ?name WHERE { {<http://dbpedia.org/resource/Helmond> <http://dbpedia.org/property/west> ?cityWE . ?cityWE <http://xmlns.com/foaf/0.1/name> ?name } }	SELECT ?cityWE ?name WHERE { SERVICE SILENT <http://dbpedia.org/resource/Helmond> { <http://dbpedia.org/resource/Helmond> <http://dbpedia.org/property/west> ?cityWE } SERVICE SILENT ?cityWE { ?cityWE <http://xmlns.com/foaf/0.1/name> ?name } } 	2.0
831	SELECT ?type ?label WHERE { <http://dbpedia.org/resource/Nightjar> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type OPTIONAL { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } }	SELECT ?type ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Nightjar> { <http://dbpedia.org/resource/Nightjar> a ?type } SERVICE SILENT ?type { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } } 	12.0
